25.44,17.96,10.21,2022-06-29 20:16:37.619430,broken clouds,15.09
25.44,17.90,10.21,2022-06-29 20:16:38.425706,broken clouds,15.09
25.44,17.98,10.21,2022-06-29 20:16:39.230080,broken clouds,15.09
25.44,17.95,10.21,2022-06-29 20:16:40.139622,broken clouds,15.09
25.43,17.90,10.21,2022-06-29 20:16:43.406576,broken clouds,15.09
25.43,17.96,10.21,2022-06-29 20:16:44.189768,broken clouds,15.09
25.43,17.98,10.21,2022-06-29 20:16:45.033957,broken clouds,15.09
25.43,17.92,10.21,2022-06-29 20:16:45.780014,broken clouds,15.09
25.43,17.93,10.21,2022-06-29 20:16:46.551664,broken clouds,15.09
25.43,17.97,10.21,2022-06-29 20:16:48.491554,broken clouds,15.09
25.43,17.96,10.21,2022-06-29 20:16:49.233190,broken clouds,15.09
25.43,17.95,10.21,2022-06-29 20:16:49.990953,broken clouds,15.09
25.43,17.98,10.21,2022-06-29 20:16:50.703205,broken clouds,15.09
25.43,17.99,10.21,2022-06-29 20:16:51.457471,broken clouds,15.09
25.43,17.99,10.21,2022-06-29 20:16:52.201224,broken clouds,15.09
25.43,17.95,10.21,2022-06-29 20:16:54.773716,broken clouds,15.09
25.43,17.95,10.21,2022-06-29 20:16:55.782153,broken clouds,15.09
25.43,17.93,10.21,2022-06-29 20:16:57.068893,broken clouds,15.09
25.43,17.92,10.21,2022-06-29 20:16:58.023805,broken clouds,15.09
25.43,17.94,10.21,2022-06-29 20:16:58.792030,broken clouds,15.09
25.43,17.90,10.21,2022-06-29 20:16:59.530762,broken clouds,15.09
25.43,17.92,10.21,2022-06-29 20:17:00.275618,broken clouds,15.09
25.43,17.94,10.21,2022-06-29 20:17:01.049539,broken clouds,15.09
25.43,17.91,10.21,2022-06-29 20:17:01.876986,broken clouds,15.09
25.43,17.91,10.21,2022-06-29 20:17:02.638879,broken clouds,15.09
25.43,17.94,10.21,2022-06-29 20:17:03.432550,broken clouds,15.09
25.43,17.97,10.21,2022-06-29 20:17:04.206652,broken clouds,15.09
25.43,17.97,10.21,2022-06-29 20:17:05.675677,broken clouds,15.09
25.43,17.97,10.21,2022-06-29 20:17:06.441481,broken clouds,15.09
25.43,17.93,10.21,2022-06-29 20:17:07.226872,broken clouds,15.09
25.43,17.91,10.21,2022-06-29 20:17:08.009376,broken clouds,15.09
25.43,17.95,10.21,2022-06-29 20:17:08.788223,broken clouds,15.09
25.43,17.94,10.21,2022-06-29 20:17:13.821926,broken clouds,15.09
25.43,17.97,10.21,2022-06-29 20:17:14.663007,broken clouds,15.09
25.43,17.95,10.21,2022-06-29 20:17:15.438239,broken clouds,15.09
25.43,17.90,10.21,2022-06-29 20:17:16.202321,broken clouds,15.09
25.43,17.96,10.21,2022-06-29 20:17:16.966279,broken clouds,15.09
25.43,17.90,10.21,2022-06-29 20:17:19.561162,broken clouds,15.09
25.43,17.95,10.21,2022-06-29 20:17:20.469209,broken clouds,15.09
25.43,17.91,10.21,2022-06-29 20:17:21.402861,broken clouds,15.09
25.43,17.99,10.21,2022-06-29 20:17:23.500545,broken clouds,15.09
25.43,17.93,10.21,2022-06-29 20:17:24.502332,broken clouds,15.09
25.43,17.93,10.21,2022-06-29 20:17:25.321457,broken clouds,15.09
25.43,17.94,10.21,2022-06-29 20:17:26.075730,broken clouds,15.09
